0,228.0,134.0,0.0,18794.0
1,291.0,174.0,0.0,17943.0
2,240.0,139.0,0.0,17291.0
3,237.0,158.0,0.0,16922.0
4,228.0,142.0,0.0,18012.0
5,237.0,119.0,0.0,16390.0
6,227.0,129.0,0.0,16248.0
7,235.0,127.0,0.0,16285.0
8,220.0,122.0,0.0,15966.0
9,235.0,126.0,0.0,16960.0
10,287.0,123.0,0.0,16369.0
11,221.0,128.0,0.0,16534.0
12,229.0,122.0,1.0,16158.0
13,207.0,123.0,0.0,16355.0
14,234.0,122.0,0.0,16546.0
15,218.0,189.0,0.0,17884.0
16,219.0,123.0,0.0,18486.0
17,233.0,125.0,0.0,16979.0
18,259.0,159.0,0.0,17854.0
19,280.0,170.0,0.0,16904.0
20,230.0,122.0,0.0,16400.0
21,271.0,132.0,0.0,17252.0
22,219.0,127.0,0.0,16371.0
23,233.0,130.0,0.0,17074.0
24,235.0,141.0,0.0,16648.0
25,207.0,126.0,0.0,16144.0
26,214.0,123.0,0.0,16251.0
27,241.0,141.0,0.0,16747.0
28,221.0,128.0,0.0,16310.0
29,227.0,129.0,0.0,16581.0
30,231.0,141.0,0.0,16507.0
31,204.0,115.0,0.0,16219.0
32,225.0,147.0,0.0,16326.0
33,226.0,136.0,0.0,17066.0
34,224.0,130.0,0.0,17941.0
35,245.0,139.0,0.0,17117.0
36,210.0,123.0,0.0,16768.0
37,256.0,161.0,0.0,17193.0
38,235.0,141.0,0.0,16601.0
39,249.0,125.0,0.0,16871.0
40,224.0,136.0,0.0,16537.0
41,235.0,149.0,0.0,17022.0
42,230.0,135.0,0.0,17263.0
43,231.0,145.0,0.0,16857.0
44,258.0,158.0,0.0,17055.0
45,230.0,136.0,0.0,17116.0
46,239.0,143.0,0.0,16958.0
47,228.0,121.0,0.0,16888.0
48,205.0,137.0,0.0,16158.0
49,249.0,128.0,0.0,17343.0
50,236.0,143.0,0.0,16813.0
51,264.0,140.0,0.0,16813.0
52,214.0,145.0,0.0,16788.0
53,240.0,166.0,0.0,16862.0
54,230.0,136.0,0.0,16677.0
55,216.0,122.0,0.0,16159.0
56,234.0,126.0,0.0,16743.0
57,245.0,157.0,0.0,16466.0
58,229.0,137.0,1.0,17241.0
59,263.0,125.0,0.0,16430.0
60,213.0,123.0,0.0,16408.0
61,223.0,142.0,0.0,16716.0
62,251.0,162.0,0.0,17028.0
63,250.0,123.0,0.0,17359.0
64,307.0,180.0,0.0,18168.0
65,226.0,128.0,0.0,16810.0
66,174.0,147.0,0.0,17035.0
67,253.0,147.0,0.0,16549.0
68,240.0,153.0,0.0,17241.0
69,255.0,119.0,0.0,16285.0
70,218.0,133.0,0.0,17015.0
71,224.0,120.0,0.0,16548.0
72,225.0,148.0,0.0,16621.0
73,228.0,130.0,0.0,16623.0
74,216.0,127.0,0.0,17036.0
75,234.0,134.0,0.0,17102.0
76,257.0,145.0,0.0,16698.0
77,214.0,124.0,0.0,16748.0
78,267.0,152.0,0.0,16849.0
79,211.0,125.0,0.0,16465.0
80,219.0,119.0,0.0,16645.0
81,227.0,120.0,0.0,16397.0
82,241.0,126.0,0.0,17065.0
83,211.0,152.0,0.0,17096.0
84,220.0,119.0,0.0,16758.0
85,356.0,252.0,0.0,17182.0
86,230.0,162.0,0.0,16777.0
87,277.0,148.0,0.0,18263.0
88,262.0,124.0,0.0,16634.0
89,219.0,125.0,0.0,16382.0
90,238.0,147.0,0.0,16650.0
91,216.0,137.0,0.0,16285.0
92,216.0,117.0,1.0,16099.0
93,217.0,125.0,0.0,17108.0
94,218.0,124.0,0.0,16794.0
95,233.0,131.0,0.0,16666.0
96,251.0,145.0,0.0,16423.0
97,213.0,124.0,0.0,16428.0
98,225.0,131.0,0.0,16387.0
99,206.0,124.0,0.0,16295.0
