0,13839.999999999969,12052.399999999972,9699.999999999985
1,14119.999999999976,13225.79999999997,12039.999999999973
2,14239.999999999969,13794.59999999997,12199.999999999976
3,14539.999999999967,14047.59999999996,12719.999999999973
4,14539.999999999967,14203.799999999967,13399.999999999969
5,14639.999999999973,14388.799999999963,12739.999999999975
6,14819.99999999997,14511.599999999964,12979.999999999969
7,14859.999999999975,14659.199999999964,13279.999999999973
8,14999.99999999997,14756.799999999965,13039.999999999975
9,14999.99999999997,14862.199999999973,13699.999999999975
10,15039.999999999973,14887.59999999998,13519.999999999976
11,15039.999999999973,14977.199999999984,14019.999999999976
12,15219.99999999997,14944.799999999972,12939.999999999978
13,15459.999999999975,15075.799999999961,13919.999999999973
14,15459.999999999975,15228.99999999995,13699.999999999975
15,15459.999999999975,15344.999999999978,14259.999999999975
16,15459.999999999975,15411.199999999997,14219.999999999976
17,15459.999999999975,15330.599999999993,13699.999999999975
18,15459.999999999975,15385.599999999993,13659.99999999997
19,15459.999999999975,15401.399999999992,14119.999999999976
20,15459.999999999975,15384.199999999995,13519.999999999978
21,15459.999999999975,15397.799999999996,13499.999999999984
22,15459.999999999975,15353.99999999999,13939.999999999978
23,15459.999999999975,15417.799999999997,14379.999999999978
24,15459.999999999975,15368.599999999995,13839.999999999978
25,15459.999999999975,15398.599999999997,14259.999999999976
26,15459.999999999975,15411.599999999995,13519.999999999978
27,15459.999999999975,15397.999999999993,13779.999999999976
28,15459.999999999975,15363.599999999993,13339.999999999973
29,15459.999999999975,15394.599999999995,14139.999999999978
30,15459.999999999975,15382.999999999993,13659.999999999975
31,15459.999999999975,15361.599999999993,12659.999999999975
32,15459.999999999975,15431.599999999995,14479.999999999976
33,15459.999999999975,15346.19999999999,14039.999999999978
34,15459.999999999975,15418.999999999995,14279.999999999976
35,15619.999999999976,15393.39999999999,13999.999999999978
36,15619.999999999976,15419.399999999992,14179.999999999978
37,15639.999999999978,15467.599999999977,13959.999999999976
38,15639.999999999978,15531.599999999971,14259.999999999976
39,15659.999999999976,15598.599999999962,13719.999999999973
40,15679.999999999978,15589.199999999977,14479.999999999976
41,15679.999999999978,15584.999999999982,13999.999999999978
42,15679.999999999978,15618.399999999974,13039.99999999998
43,15679.999999999978,15592.199999999966,13979.999999999978
44,15679.999999999978,15649.799999999963,13939.99999999998
45,15679.999999999978,15625.399999999965,13639.999999999978
46,15679.999999999978,15589.199999999963,13479.999999999978
47,15679.999999999978,15590.199999999968,14119.999999999978
48,15679.999999999978,15640.799999999967,13959.999999999976
49,15679.999999999978,15630.999999999964,13859.999999999976
50,15679.999999999978,15618.799999999965,14019.999999999978
51,15679.999999999978,15608.799999999965,14559.99999999998
52,15679.999999999978,15635.399999999965,14439.99999999998
53,15679.999999999978,15638.599999999966,14799.999999999978
54,15679.999999999978,15651.599999999962,14519.999999999973
55,15679.999999999978,15592.599999999959,13559.99999999998
56,15679.999999999978,15620.399999999963,14019.999999999982
57,15699.999999999978,15629.399999999965,13979.999999999978
58,15739.999999999978,15611.79999999997,14139.99999999998
59,15779.999999999978,15683.199999999964,13979.999999999976
60,15819.999999999976,15676.999999999973,13339.999999999984
61,15819.999999999976,15743.59999999996,14279.999999999982
62,15819.999999999976,15735.999999999938,14159.99999999998
63,15819.999999999976,15761.99999999994,14239.999999999975
64,15819.999999999976,15689.79999999994,13359.999999999982
65,15819.999999999976,15779.399999999941,14459.99999999998
66,15819.999999999976,15779.199999999937,14359.999999999975
67,15819.999999999976,15743.799999999941,14499.999999999975
68,15819.999999999976,15740.79999999994,14119.999999999978
69,15819.999999999976,15745.999999999942,13559.999999999982
70,15819.999999999976,15756.599999999939,13819.999999999982
71,15819.999999999976,15772.99999999994,13799.99999999998
72,15819.999999999976,15720.19999999994,13719.999999999982
73,15819.999999999976,15698.399999999943,13699.99999999998
74,15819.999999999976,15760.19999999994,13679.999999999982
75,15819.999999999976,15758.599999999939,14079.999999999982
76,15819.999999999976,15759.59999999994,13859.99999999998
77,15819.999999999976,15750.19999999994,13359.999999999976
78,15819.999999999976,15795.799999999937,14639.999999999978
79,15819.999999999976,15734.599999999944,13479.999999999978
80,15819.999999999976,15768.79999999994,13799.99999999998
81,15819.999999999976,15792.79999999994,15039.999999999978
82,15819.999999999976,15758.199999999939,13999.999999999975
83,15819.999999999976,15778.19999999994,14499.999999999975
84,15819.999999999976,15741.59999999994,13899.999999999978
85,15819.999999999976,15734.999999999942,14399.99999999998
86,15819.999999999976,15732.999999999938,13979.999999999978
87,15819.999999999976,15713.799999999943,13579.999999999982
88,15819.999999999976,15753.19999999994,13919.999999999978
89,15819.999999999976,15759.39999999994,14039.999999999978
90,15819.999999999976,15767.399999999938,13439.999999999978
91,15819.999999999976,15752.39999999994,13339.999999999978
92,15819.999999999976,15740.59999999994,13819.999999999976
93,15819.999999999976,15727.99999999994,14099.999999999978
94,15819.999999999976,15744.599999999942,14159.999999999976
95,15819.999999999976,15693.39999999994,12979.999999999978
96,15819.999999999976,15740.59999999994,12839.999999999984
97,15819.999999999976,15744.39999999994,13679.999999999976
98,15819.999999999976,15773.799999999941,14079.999999999976
99,15819.999999999976,15742.19999999994,14259.99999999998
100,15819.999999999976,15783.199999999939,14559.999999999982
101,15819.999999999976,15779.59999999994,14639.99999999998
102,15819.999999999976,15742.399999999941,14119.999999999978
103,15819.999999999976,15806.999999999936,15079.999999999978
104,15819.999999999976,15762.99999999994,13979.999999999978
105,15819.999999999976,15727.99999999994,13379.999999999982
106,15819.999999999976,15762.599999999939,13959.999999999976
107,15819.999999999976,15774.99999999994,14739.999999999978
108,15819.999999999976,15739.799999999943,13879.999999999976
109,15819.999999999976,15727.99999999994,13919.999999999978
110,15819.999999999976,15735.599999999942,13559.999999999976
111,15819.999999999976,15749.799999999943,13539.999999999978
112,15819.999999999976,15779.199999999937,14219.999999999976
113,15819.999999999976,15738.199999999944,14699.999999999975
114,15819.999999999976,15771.199999999939,14179.999999999976
115,15819.999999999976,15759.59999999994,14599.999999999975
116,15819.999999999976,15711.99999999994,13599.999999999984
117,15819.999999999976,15736.599999999942,13059.999999999982
118,15819.999999999976,15769.99999999994,14179.999999999973
119,15819.999999999976,15772.399999999936,13839.99999999998
120,15819.999999999976,15788.999999999938,14699.999999999975
121,15819.999999999976,15720.999999999944,12699.999999999984
122,15819.999999999976,15731.19999999994,14419.999999999978
123,15819.999999999976,15784.599999999939,14619.999999999973
124,15819.999999999976,15730.99999999994,13899.999999999975
125,15819.999999999976,15761.399999999941,14059.999999999976
126,15819.999999999976,15798.999999999936,14719.999999999978
