,best fitness, average fitness, worst fitness
0,149.1999999999995,145.7159999999995,144.39999999999944
1,149.1999999999995,145.85999999999956,144.39999999999944
2,150.79999999999953,145.7719999999995,143.99999999999946
3,150.79999999999953,146.81199999999967,144.39999999999952
4,150.79999999999953,146.62399999999957,144.79999999999953
5,150.79999999999953,146.5199999999994,144.7999999999995
6,150.79999999999953,146.85199999999938,145.1999999999995
7,150.79999999999953,147.6559999999994,145.1999999999995
8,150.79999999999953,145.97999999999934,144.39999999999952
9,150.79999999999953,147.67199999999934,144.7999999999995
10,150.79999999999953,149.19199999999938,144.7999999999995
11,150.79999999999953,149.65999999999946,147.5999999999995
12,150.79999999999956,150.2359999999994,147.19999999999953
13,150.79999999999953,150.69199999999938,147.9999999999995
14,150.79999999999956,150.65199999999936,147.19999999999948
15,151.99999999999952,150.65599999999938,147.59999999999948
16,151.99999999999952,151.00399999999945,147.1999999999995
17,151.99999999999952,151.6399999999995,149.1999999999995
18,151.99999999999952,151.81999999999962,147.9999999999995
19,151.99999999999952,151.7559999999996,147.1999999999995
20,151.99999999999955,151.7839999999996,146.7999999999995
21,151.99999999999952,151.89999999999964,149.59999999999954
22,151.99999999999955,151.89199999999965,149.1999999999995
23,151.99999999999952,151.85999999999964,148.7999999999995
24,151.99999999999952,151.79199999999966,147.5999999999995
25,151.99999999999952,151.8119999999996,147.9999999999995
26,151.99999999999952,151.79599999999962,147.5999999999995
27,151.99999999999952,151.76799999999963,148.39999999999952
28,151.99999999999952,151.88799999999964,148.39999999999952
29,151.99999999999952,151.84799999999962,148.3999999999995
30,151.99999999999952,151.81599999999963,147.9999999999995
31,151.99999999999952,151.89199999999963,148.7999999999995
32,151.99999999999952,151.89599999999965,148.3999999999995
33,151.99999999999952,151.91599999999963,147.99999999999957
34,151.99999999999952,151.85999999999962,149.1999999999995
35,151.99999999999952,151.7719999999996,148.3999999999995
36,151.99999999999952,151.88799999999964,147.1999999999995
37,151.99999999999952,151.7759999999996,147.1999999999995
38,151.99999999999952,151.8639999999996,148.7999999999995
39,151.99999999999952,151.93199999999962,149.1999999999995
40,151.99999999999952,151.82799999999963,147.9999999999995
41,151.99999999999952,151.87599999999964,147.9999999999995
42,151.99999999999952,151.85999999999962,148.7999999999995
43,151.99999999999952,151.90399999999963,149.59999999999954
44,151.99999999999952,151.91199999999964,148.39999999999952
45,152.79999999999956,151.87199999999962,147.19999999999948
46,152.39999999999958,151.86799999999963,148.39999999999952
47,152.39999999999955,151.87599999999964,148.7999999999995
48,151.99999999999952,151.89599999999962,148.79999999999953
49,151.99999999999952,151.85599999999965,147.99999999999952
50,151.99999999999952,151.87199999999962,148.7999999999995
51,151.99999999999952,151.90399999999963,148.7999999999995
52,152.79999999999956,151.93999999999963,149.59999999999954
53,152.79999999999956,151.9559999999996,148.3999999999995
54,152.79999999999956,151.93999999999957,147.9999999999995
55,151.99999999999952,151.90799999999965,148.3999999999995
56,151.99999999999952,151.97599999999963,149.59999999999954
57,151.99999999999952,151.9359999999996,147.19999999999948
58,151.99999999999952,151.95199999999963,148.79999999999953
59,151.99999999999952,151.83599999999961,147.1999999999995
60,151.99999999999952,151.89599999999962,147.99999999999955
61,152.39999999999955,151.75599999999963,147.59999999999948
62,151.99999999999952,151.86399999999963,147.5999999999995
63,151.99999999999952,151.85999999999964,148.3999999999995
64,151.99999999999955,151.7199999999996,147.1999999999995
65,151.99999999999952,151.87999999999963,149.1999999999995
66,151.99999999999952,151.90399999999963,147.99999999999952
67,151.99999999999952,151.6959999999996,146.3999999999995
68,151.99999999999952,151.83199999999965,147.19999999999948
69,153.19999999999956,151.89999999999964,147.9999999999995
70,153.19999999999956,152.0199999999996,150.39999999999955
71,153.19999999999956,152.21999999999952,147.9999999999995
72,153.19999999999956,152.5199999999995,149.99999999999955
73,152.79999999999956,152.67999999999935,148.79999999999953
74,152.79999999999956,152.79999999999936,152.79999999999953
75,152.79999999999956,152.76399999999938,150.39999999999952
76,152.79999999999956,152.6119999999994,148.79999999999953
77,153.99999999999957,152.6759999999994,148.3999999999995
78,152.79999999999956,152.60799999999938,148.79999999999956
79,154.39999999999958,152.5359999999994,147.99999999999952
80,152.79999999999956,152.5799999999994,146.7999999999995
81,152.79999999999956,152.6799999999994,149.5999999999995
82,152.79999999999956,152.72399999999936,149.5999999999995
83,152.79999999999956,152.7359999999994,149.5999999999995
84,152.79999999999956,152.44399999999942,146.79999999999953
85,152.79999999999956,152.65599999999938,148.7999999999995
86,152.79999999999956,152.71199999999936,150.39999999999955
87,152.79999999999956,152.6399999999994,149.1999999999995
88,152.79999999999956,152.77999999999938,151.59999999999957
89,152.79999999999956,152.66799999999938,147.9999999999995
90,152.79999999999956,152.6399999999994,147.9999999999995
91,152.79999999999956,152.59199999999936,147.5999999999995
92,152.79999999999959,152.56399999999937,147.5999999999995
93,152.79999999999956,152.68799999999936,149.99999999999952
94,152.79999999999956,152.63199999999938,147.99999999999952
95,152.79999999999956,152.74399999999937,148.39999999999952
96,152.79999999999956,152.62799999999936,148.79999999999956
97,152.79999999999956,152.6599999999994,148.7999999999995
98,152.79999999999956,152.69599999999937,148.79999999999953
99,152.79999999999959,152.69199999999938,149.5999999999995
100,152.79999999999956,152.64799999999937,147.1999999999995
101,152.79999999999956,152.68399999999937,147.59999999999948
102,152.79999999999956,152.71599999999938,149.19999999999953
103,152.79999999999956,152.64399999999938,149.1999999999995
104,152.79999999999956,152.5279999999994,148.39999999999955
105,153.19999999999956,151.79199999999946,146.7999999999995
106,153.19999999999956,151.50399999999965,147.59999999999948
107,153.19999999999956,152.23599999999962,147.59999999999948
108,153.19999999999956,152.81999999999937,149.19999999999953
109,153.19999999999956,152.80799999999937,149.1999999999995
110,153.19999999999956,152.61999999999946,149.1999999999995
111,153.19999999999956,152.7439999999994,149.5999999999995
112,153.19999999999956,152.7479999999994,148.7999999999995
113,153.19999999999956,152.62799999999942,148.39999999999952
114,153.19999999999956,152.94399999999936,148.79999999999953
115,153.19999999999956,153.0279999999993,148.79999999999953
116,153.19999999999956,152.99599999999936,149.5999999999995
117,153.19999999999956,153.00399999999934,148.3999999999995
118,153.19999999999956,152.97199999999933,147.59999999999948
119,153.19999999999956,153.11999999999932,149.59999999999954
120,153.19999999999956,153.01999999999933,149.5999999999995
121,153.19999999999956,153.09599999999932,150.79999999999959
122,153.19999999999956,153.0919999999993,147.1999999999995
123,153.19999999999956,153.00799999999933,148.79999999999953
124,153.19999999999956,153.0479999999993,148.79999999999953
125,153.19999999999956,152.97199999999933,148.39999999999952
126,153.19999999999956,152.98799999999932,148.79999999999956
127,153.19999999999956,153.02399999999932,149.5999999999995
128,153.19999999999956,153.05599999999933,148.79999999999953
129,153.19999999999956,153.03999999999937,149.59999999999954
130,153.19999999999956,153.02399999999932,147.99999999999952
131,153.19999999999956,152.9679999999993,149.59999999999954
132,153.9999999999996,153.01599999999934,148.79999999999953
133,153.19999999999956,153.0879999999993,149.99999999999957
134,153.19999999999956,153.0839999999993,147.1999999999995
135,153.19999999999956,153.0639999999993,149.19999999999953
136,153.19999999999956,153.00799999999938,149.59999999999954
137,153.19999999999956,152.9519999999993,148.79999999999953
138,153.19999999999956,153.0439999999993,149.5999999999995
139,153.19999999999956,152.95999999999933,148.79999999999953
140,153.19999999999956,152.97999999999934,149.19999999999953
141,153.19999999999956,153.1119999999993,148.39999999999955
142,153.19999999999956,153.05999999999932,149.59999999999954
143,153.19999999999956,153.08799999999934,149.5999999999995
144,153.59999999999957,153.0839999999993,150.39999999999952
145,153.19999999999956,152.97199999999933,146.7999999999995
146,153.19999999999956,153.1079999999993,149.1999999999995
147,153.19999999999956,153.07199999999932,149.59999999999954
148,153.19999999999956,152.97599999999932,148.79999999999953
149,153.19999999999956,152.99999999999932,148.39999999999955
150,153.19999999999956,153.09599999999932,148.7999999999995
151,153.19999999999956,153.10799999999932,148.39999999999952
152,153.1999999999996,153.05599999999936,149.59999999999957
153,153.19999999999956,153.11999999999932,149.5999999999995
154,153.19999999999956,153.01999999999933,148.79999999999953
155,153.19999999999956,153.00399999999934,148.79999999999953
156,153.19999999999956,153.07999999999933,147.59999999999948
157,153.19999999999956,152.97199999999933,149.19999999999953
158,153.19999999999956,152.95199999999932,147.99999999999955
159,153.19999999999956,153.0079999999993,148.7999999999995
160,153.19999999999956,153.07199999999932,149.19999999999953
161,153.19999999999956,153.1439999999993,148.7999999999995
162,153.19999999999956,153.18399999999932,151.59999999999954
163,153.19999999999956,153.06799999999933,149.99999999999955
164,153.19999999999956,153.01199999999935,149.99999999999952
165,153.19999999999956,153.08399999999935,149.19999999999953
166,153.19999999999956,153.14399999999932,150.79999999999953
167,153.19999999999956,153.0439999999993,147.1999999999995
168,153.19999999999956,152.98799999999932,147.5999999999995
169,153.5999999999996,153.14399999999935,149.99999999999955
170,153.19999999999956,153.0519999999993,148.7999999999995
171,153.1999999999996,153.0519999999993,148.3999999999995
172,153.19999999999956,153.0799999999993,148.7999999999995
173,153.19999999999956,153.0159999999993,148.39999999999955
174,153.19999999999956,152.91999999999933,148.39999999999955
175,153.19999999999956,153.02399999999935,147.5999999999995
176,153.19999999999956,153.02399999999932,147.5999999999995
177,153.19999999999956,153.03599999999932,148.79999999999953
178,153.19999999999956,152.94799999999933,148.79999999999953
179,153.19999999999956,153.10799999999935,148.79999999999953
180,153.19999999999956,153.03199999999933,147.99999999999957
181,153.19999999999956,153.01199999999935,149.59999999999954
182,153.19999999999956,153.11999999999932,149.99999999999955
183,153.19999999999956,153.04399999999933,149.1999999999995
184,153.19999999999956,153.03999999999934,150.39999999999955
185,153.1999999999996,153.01999999999933,148.79999999999953
186,153.19999999999956,153.10799999999935,149.59999999999957
187,153.19999999999956,153.09199999999933,149.99999999999955
188,153.19999999999956,153.05999999999935,149.19999999999953
189,153.19999999999956,153.03599999999932,149.1999999999995
190,153.19999999999956,152.93599999999932,148.3999999999995
191,153.19999999999956,152.99999999999932,149.19999999999953
192,153.19999999999956,153.03199999999933,148.7999999999995
193,153.19999999999956,153.1079999999993,150.39999999999952
194,153.19999999999956,153.09599999999932,149.1999999999995
195,154.3999999999996,152.99999999999937,147.5999999999995
196,153.19999999999956,153.05999999999932,149.1999999999995
197,153.19999999999956,153.07199999999932,150.39999999999955
198,153.99999999999957,152.96799999999934,147.5999999999995
199,153.19999999999956,153.0279999999993,148.79999999999953
200,153.19999999999956,153.00399999999934,149.59999999999954
